cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-PV,LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_HI34[kW],pv_capacity_HJ34[kW],pv_capacity_HK34[kW],pv_capacity_HK43[kW],pv_capacity_HK44[kW],pv_capacity_HK45[kW],pv_capacity_HL34[kW],pv_capacity_HL43[kW],pv_capacity_HL44[kW],pv_capacity_HL45[kW],pv_capacity_HM34[kW],pv_capacity_HM44[kW],pv_capacity_HM45[kW],pv_capacity_HN34[kW],pv_capacity_HN42[kW],pv_capacity_HN43[kW],pv_capacity_HO34[kW],pv_capacity_HO39[kW],pv_capacity_HO40[kW],pv_capacity_HO41[kW],pv_capacity_HO42[kW],pv_capacity_HO43[kW],pv_capacity_HO47[kW],pv_capacity_HP34[kW],pv_capacity_HP39[kW],pv_capacity_HP40[kW],pv_capacity_HP41[kW],pv_capacity_HP42[kW],pv_capacity_HP43[kW],pv_capacity_HP45[kW],pv_capacity_HP46[kW],pv_capacity_HP47[kW],pv_capacity_HQ34[kW],pv_capacity_HQ39[kW],pv_capacity_HQ40[kW],pv_capacity_HQ41[kW],pv_capacity_HQ42[kW],pv_capacity_HQ45[kW],pv_capacity_HQ46[kW],pv_capacity_HQ47[kW],pv_capacity_HR34[kW],pv_capacity_HR43[kW],pv_capacity_HR44[kW],pv_capacity_HS34[kW],pv_capacity_HS40[kW],pv_capacity_HS43[kW],pv_capacity_HS44[kW],pv_capacity_HT34[kW],pv_capacity_HU34[kW],pv_capacity_HV35[kW],pv_capacity_HW34[kW],wind_capacity_HI34[kW],wind_capacity_HJ34[kW],wind_capacity_HK34[kW],wind_capacity_HK43[kW],wind_capacity_HK44[kW],wind_capacity_HK45[kW],wind_capacity_HL34[kW],wind_capacity_HL43[kW],wind_capacity_HL44[kW],wind_capacity_HL45[kW],wind_capacity_HM34[kW],wind_capacity_HM44[kW],wind_capacity_HM45[kW],wind_capacity_HN34[kW],wind_capacity_HN42[kW],wind_capacity_HN43[kW],wind_capacity_HO34[kW],wind_capacity_HO39[kW],wind_capacity_HO40[kW],wind_capacity_HO41[kW],wind_capacity_HO42[kW],wind_capacity_HO43[kW],wind_capacity_HO47[kW],wind_capacity_HP34[kW],wind_capacity_HP39[kW],wind_capacity_HP40[kW],wind_capacity_HP41[kW],wind_capacity_HP42[kW],wind_capacity_HP43[kW],wind_capacity_HP45[kW],wind_capacity_HP46[kW],wind_capacity_HP47[kW],wind_capacity_HQ34[kW],wind_capacity_HQ39[kW],wind_capacity_HQ40[kW],wind_capacity_HQ41[kW],wind_capacity_HQ42[kW],wind_capacity_HQ45[kW],wind_capacity_HQ46[kW],wind_capacity_HQ47[kW],wind_capacity_HR34[kW],wind_capacity_HR43[kW],wind_capacity_HR44[kW],wind_capacity_HS34[kW],wind_capacity_HS40[kW],wind_capacity_HS43[kW],wind_capacity_HS44[kW],wind_capacity_HT34[kW],wind_capacity_HU34[kW],wind_capacity_HV35[kW],wind_capacity_HW34[kW]
100,HK45,2463653040.09773,3.81792304536299,0,29904386.4560357,28939486.2828933,3082909.87090515,66698640.0000005,0,891072.302027285,773783.055692335,2993116.37951956,0,0,3.45607986673713E-11,0,1296510199.4497,825626520.423721,59005345.301,0,6.77391653880477E-09,2.115,7397808.75119133,277398956.081225,0,1.96894756006607,1.40221059147022,0.115425207932041,0,0.00867643329110959,0.325344114508853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743600,0,0,0,147472.302027285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HO41,2461198364.46112,3.82092059058381,0,30094838.6826901,29123065.8066832,3100831.52935605,66698640.0000005,0,896747.278983615,778691.599109177,3010516.04791849,0,-2.49708444322778E-10,0,0,1304767290.92116,830863936.249491,59348356.8354085,0,0,2.115,9822221.32978427,255865751.767585,0,1.9814872069681,1.41110560605752,0.116096201000215,0,0.0115198771696636,0.300089148199939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153147.278983615,743600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HU34,2479824929.65837,3.82139697190112,0,29597974.1717997,28644131.2628363,2651309.50313115,66698640.0000005,0,881942.019421922,765885.862642683,2574086.89624383,0,0,0,0,1283225638.2589,817200215.439743,50744731.2062174,0,0,2.115,62536234.6673872,266899814.636255,0,1.94877293717897,1.38789969689112,0.09926594143385,0,0.0733448899015377,0.313030319515635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322400,0,559542.019421922,0
100,HR34,2473481039.31713,3.82515670424948,0,29817265.7990885,28855509.4820148,2967670.4131582,66698640.0000005,0,888476.334895366,771537.686684888,2881233.4108332,0,0,0,0,1292733067.27276,823230711.692775,56799720.0049669,0,0,2.115,62428205.9502449,239884622.249785,0,1.9632114114519,1.39814164710547,0.111110602922679,0,0.0732181896867398,0.281345867744703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613600,0,0,0,274876.334895366,0,0,0
100,HK44,2468876971.82344,3.82657383867211,0,29935286.192294,28969270.9641605,3190570.56695242,66698640.0000005,0,891993.033143444,774579.437544399,3097641.32713827,0,1.62906312221329E-10,-1.22971559904329E-10,0,1297849863.22371,826476259.859873,61065916.9075745,0,-2.41024257412486E-08,2.115,17675375.2213075,267803453.410022,0,1.97098204288022,1.40365375445964,0.119456061491738,0,0.0207303566719414,0.314090141660752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39108065016335E-10,618800,273193.033143444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HN42,2464839601.09429,3.82668232659745,0,30116481.864569,29143927.9677218,3157784.15054039,66698640.0000005,0,897392.189051519,779249.410901651,3065809.85489358,0,4.05198121676031E-10,-2.69140634452551E-11,0,1305705635.06996,831459121.432062,60438401.3775774,0,-5.27515643526999E-09,2.115,7859817.2126006,259939760.913597,0,1.98291222500734,1.41211644442843,0.11822852676313,0,0.00921829450030889,0.304867302079228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738400,0,0,0,0,0,158992.189051519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HL45,2472845522.12366,3.83323567654022,0,29938256.3963182,28972133.984719,3318626.20202661,66698640.0000005,0,892081.537434987,774655.98889623,3221967.1864336,0,1.09358482179528E-10,-3.35401317419054E-11,0,1297978636.96791,826557940.152277,63516837.395585,0,-6.57386582141346E-09,2.115,7448436.09224773,279578693.025262,0,1.97117760535982,1.40379247695497,0.124250508596664,0,0.00873581097471237,0.32790059343703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148481.537434987,0,0,0,743600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HL44,2471840443.90383,3.83492757406508,0,30014524.3473043,29045649.7128804,3360313.75749068,66698640.0000005,0,894354.122386897,776621.650077015,3262440.54125309,0,6.47201233228269E-10,1.22968234313371E-10,0,1301285248.07293,828655300.632175,64314716.2528706,0,2.41017739254207E-08,2.115,8473303.15825139,271016104.486297,0,1.97619919629686,1.40735454891644,0.125811305038697,0,0.00993781430157642,0.317858061823113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155954.122386897,0,0,0,738400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HQ42,2475612912.59315,3.83701971707344,0,29991753.1059122,29023700.1997437,3249469.76023772,66698640.0000005,0,893675.599103463,776034.76469903,3154825.00993953,0,1.1991582375532E-09,2.84800081418884E-10,0,1300297996.69554,828029093.933865,62193217.8613091,0,5.58208159581013E-08,2.115,8889351.05053771,274858295.213031,0,1.97469990520642,1.40629102486156,0.121661267584899,0,0.0104257711959403,0.322364330186277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150075.599103463,743600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HO42,2472302038.69657,3.83760696881118,0,30123394.8181597,29150591.4588789,3289104.48044484,66698640.0000005,0,897598.176941587,779427.579114408,3193305.32082023,0,0,0,0,1306005347.45001,831649226.915074,62951806.4836366,0,0,2.115,7612937.01945565,264413809.970743,0,1.98336738375555,1.41243931186931,0.123145205167509,0,0.00892874395922827,0.310114638079801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153998.176941587,0,0,0,0,0,743600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HP42,2475825318.50872,3.84070444928395,0,30070473.7398416,29099580.1027675,3324020.03278706,66698640.0000005,0,896021.267575733,778063.639111429,3227203.91532724,0,0,0,0,1303710944.32269,830193902.931895,63620072.605125,0,0,2.115,8382557.59329851,269348827.784973,0,1.97988298429517,1.40996764865023,0.12445245547904,0,0.00983138442926444,0.31590261588454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743600,0,0,0,0,0,0,0,0,152421.267575733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HN43,2476301831.79733,3.84281485387836,0,30069049.510409,29098207.2684058,3430302.14212516,66698640.0000005,0,895978.829273212,778026.932310316,3330390.42924773,0,0,0,0,1303649196.59252,830154736.775107,65654258.755034,0,0,2.115,9238161.00753721,268816682.616217,0,1.97978921099304,1.40990113043828,0.128431694277288,0,0.0108348688659353,0.315278495660136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728000,0,0,0,0,0,167978.829273213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HM44,2478233169.5269,3.84446145023284,0,30023074.692421,29053891.5082762,3479336.24537148,66698640.0000005,0,894608.900250923,776842.018937866,3377996.35472959,0,0,0,0,1301655949.86509,828890434.206704,66592746.8441213,0,0,2.115,8876841.29612712,274053754.038812,0,1.9767621632442,1.40775389024143,0.130267547999896,0,0.0104110992770948,0.32142073349936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161408.900250923,0,0,733200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HP43,2480557728.85985,3.84566783662741,0,30024130.5683832,29054909.2816556,3375884.27995624,66698640.0000005,0,894640.362585912,776869.232129828,3277557.55335557,0,1.16415321826935E-10,8.52416732971512E-12,0,1301701727.5625,828919470.682527,64612728.2263207,0,1.67073679662416E-09,2.115,7466716.7533967,277803603.333717,0,1.9768316836272,1.40780320461413,0.126394270765383,0,0.00875725123389058,0.325818700296451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151040.362585913,0,0,0,0,0,0,743600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HM45,2483549549.41262,3.84863526779155,0,29968785.9156797,29001561.8088215,3448459.72511186,66698640.0000005,0,892991.237058394,775442.829112875,3348019.15059404,0,1.13999723658185E-11,-9.86785762872668E-12,0,1299302249.91996,827397498.663438,66001785.76647,0,-1.93410009523043E-09,2.115,9529360.94378851,283239353.343063,0,1.97318771256417,1.40521834907437,0.129111520441381,0,0.0111763992982883,0.332193955987623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175391.237058394,0,0,717600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HO43,2481751326.47584,3.84886200253646,0,30051055.8647475,29080862.9455811,3442680.61736995,66698640.0000005,0,895442.665814884,777563.180363131,3342408.36637859,0,0,0,0,1302869078.76066,829659913.44746,65891176.5491647,0,0,2.115,11105264.3654348,273006954.92523,0,1.97860448363627,1.40906074257068,0.128895148656053,0,0.0130246791566915,0.32019300742754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670800,0,0,0,0,0,0,224642.665814884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HR43,2488131149.04257,3.85118828396298,0,29988152.8874638,29020229.8996065,3222303.86586189,66698640.0000005,0,893568.322034083,775941.975925307,3128450.35520572,0,3.85847981401878E-10,3.8062353269197E-11,0,1300141908.55959,827930088.312303,61673276.2979233,0,7.46022124076262E-09,2.115,7783872.32633712,289268289.690495,0,1.97446286167637,1.40612287772997,0.120644167138148,0,0.009129223430533,0.339264923323244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738400,0,0,0,155168.322034083,0,0,0,0,0
100,HR44,2490803700.7908,3.85259437536661,0,29898088.557796,28933415.6520584,3283901.87489887,66698640.0000005,0,890884.641173898,773620.739359849,3188254.24747463,0,0,0,0,1296237152.90802,825453328.896959,62852231.2285824,0,0,2.115,8386042.88668924,297376564.201807,0,1.96853289744155,1.40191645000653,0.122950417823059,0,0.00983547211476993,0.348774618054413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738400,0,0,0,152484.641173898,0,0,0,0
100,HS43,2491629198.89835,3.85413909685975,0,29979495.2639483,29011884.6970849,3162480.93864674,66698640.0000005,0,893310.347555076,775718.842168045,3070369.84334635,0,-1.00271595027506E-10,4.76290076380655E-11,0,1299766555.69264,827692004.593304,60528295.5410872,0,9.33528549706084E-09,2.115,7510078.19137399,294700496.982311,0,1.97389283136587,1.40571852599928,0.118404376128337,0,0.00880810718822382,0.345636023979682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149710.347555076,0,0,0,743600,0,0,0,0,0
100,HS44,2495451113.80961,3.85729563607409,0,29885388.1430478,28921173.5473985,3258860.22114256,66698640.0000005,0,890506.20211704,773293.410358249,3163941.96227433,0,4.65661287307739E-10,0,0,1295686524.08029,825104068.852252,62372946.5629022,0,0,2.115,8079251.14155703,303175872.811531,0,1.96769668397611,1.40132328091403,0.122012849677113,0,0.00947565501210773,0.355576269189112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146906.20211704,0,0,0,743600,0,0,0,0
100,HQ45,2501879612.99653,3.86793345605327,0,30038189.3524477,29068460.7372041,3165419.55269036,66698640.0000005,0,895059.277486524,777231.570513479,3073222.86668967,0,0,0,0,1302311248.74289,829306085.737882,60584539.1367845,0,0,2.115,8901610.23537169,300510855.519931,0,1.97775733407055,1.40845981594144,0.118514398850771,0,0.0104401492371945,0.352450634892808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161859.277486524,0,0,0,0,0,0,0,733200,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HP45,2501560832.3306,3.86799933131937,0,30047130.7889694,29077079.5109905,3177190.29836668,66698640.0000005,0,895325.70884891,777462.019010441,3084650.77511328,0,-1.16415321826935E-10,0,0,1302698906.37516,829551974.284141,60809825.2924505,0,0,2.115,12919970.5257273,295745746.906838,0,1.97834605103516,1.40887742307416,0.118955099625071,0,0.0151530360083346,0.346861933103277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660400,0,0,0,0,0,0,0,234925.70884891,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HQ34,2513402154.08356,3.87197771582564,0,29817265.7990885,28855509.4820148,2967670.41315822,66698640.0000005,0,888476.334895366,771537.686684888,2881233.41083323,0,0,0,0,1292733067.27276,823230711.692775,56799720.0049674,0,0,2.115,111283705.415726,230690926.543764,0,1.9632114114519,1.39814164710547,0.11111060292268,0,0.130517789645691,0.270563149486516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613600,0,0,0,274876.334895366,0,0,0
100,HP34,2512742466.82065,3.8737725140923,0,29907302.7298969,28942297.3194251,2962161.41802405,66698640.0000005,0,891159.199341385,773858.217096927,2875884.87186801,0,8.92266643844219E-11,-8.59945411206857E-12,0,1296636635.04172,825706717.642421,56694280.6072018,0,-1.68549300596544E-09,2.115,110685160.06679,222483845.119548,0,1.96913957170664,1.40234679517333,0.110904344246467,0,0.129815792748175,0.260937570225569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61232459034669E-10,0,0,0,0,0,0,0,0,0,256759.199341385,0,0,0,0,0,0,0
100,HQ47,2510917820.92053,3.87493812085628,0,29935114.5145579,28969105.4816267,3128021.91775957,66698640.0000005,0,891987.917597078,774575.012877721,3036914.48326172,0,0,0,0,1297842420.10375,826471538.740528,59868767.2021725,0,0,2.115,8627268.9883094,318058270.333192,0,1.97097073937262,1.40364573630206,0.117114218511803,0,0.010118391320872,0.373030914699875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158787.917597078,0,0,0,0,0,0,0,733200,0,0,0,0,0,0,0,0,0,0,0
100,HO47,2508156712.46931,3.8770366100967,0,29928596.7644854,28962822.9325827,3496781.04803403,66698640.0000005,0,891793.705735559,774407.03028296,3394933.05634372,0,0,0,0,1297559841.84524,826292301.311918,66926631.5984328,0,0,2.115,9520821.99782688,309465235.310278,0,1.97054160138909,1.40334132672391,0.13092068742303,0,0.0111663844955942,0.362952674284093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702000,0,0,0,0,0,0,0,0,189793.705735559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,HQ46,2511814192.13035,3.87933568734677,0,30065310.3159863,29094603.0074133,3095520.11672594,66698640.0000005,0,895867.411084217,777930.561695542,3005359.33662712,0,0,0,0,1303487083.12754,830051909.329143,59246699.0674556,0,0,2.115,9765790.30922432,309213669.652795,0,1.97954301708613,1.40972649247516,0.11589733988104,0,0.0114536927085746,0.362657628451077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50521167809283E-10,0,-4.99895956610388E-10,-2.82412535823132E-10,0,0,0,0,0,0,-2.99535249991242E-10,1.67688085639384E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743600,152267.411084217,0,0,0,0,0,0,0,0,0,0,0
100,HP47,2514504356.28338,3.88337513795824,0,29994009.6891278,29025875.3513783,3294531.54860763,66698640.0000005,0,893742.839366145,776092.923833644,3198574.31903653,0,-3.12313390162055E-11,0,0,1300395831.27774,828091149.730498,63055677.8403505,0,0,2.115,10700303.1228392,313008844.41747,0,1.97484848187169,1.40639641790932,0.123348396469682,0,0.0125497251094812,0.367108754694169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97743392252503E-11,0,0,0,0,0,0,0,0,696800,0,0,0,0,0,0,0,196942.839366145,0,0,0,0,0,0,0,0,0,0,0
100,HP46,2512050502.3148,3.88338495695257,0,30127171.9499322,29154232.2882054,3225624.20747855,66698640.0000005,0,897710.725564131,779524.927492122,3131673.98784326,0,2.43653522202738E-10,-2.10907376849751E-10,0,1306169105.69581,831753097.634094,61736825.9674928,0,-4.13378458625512E-08,2.115,8938200.72951071,303997188.532928,0,1.98361607551181,1.41261572168507,0.12076848187246,0,0.0104830639694028,0.356539539707086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733200,0,0,0,0,0,0,0,164510.725564131,0,0,0,0,0,0,0,0,0,0,0,0
