cf,El,capex[USD],lcoh[USD/kg],FOM_PV[USD],FOM_WIND[USD],FOM_EL[USD],FOM_UG[USD],H_total[kg],pv_capacity[kW],wind_capacity[kW],el_capacity[kW],ug_capcaity[kgH2],pipe_storage_capacity[kgH2],bat_e_capacity[kWh],bat_p_capacity[kW],pv_cost[USD],wind_cost[USD],el_cost[USD],ug_storage_cost[USD],pipe_storage_cost[USD],bat_cost[USD],load[kg/s],C_trans[USD],C_pipe[USD],LCOH-wind,LCOH-el,LCOH-UG,LCOH-pipe-storage,LCOH-trans,LCOH-pipe,pv_capacity_DJ55[kW],pv_capacity_DJ56[kW],pv_capacity_DK55[kW],pv_capacity_DK56[kW],pv_capacity_DK60[kW],pv_capacity_DK61[kW],pv_capacity_DL55[kW],pv_capacity_DM54[kW],pv_capacity_DM55[kW],pv_capacity_DN54[kW],pv_capacity_DN55[kW],pv_capacity_EJ33[kW],pv_capacity_EJ34[kW],pv_capacity_EJ35[kW],pv_capacity_EJ36[kW],pv_capacity_EJ37[kW],pv_capacity_EK33[kW],pv_capacity_EK34[kW],pv_capacity_EK35[kW],pv_capacity_EK36[kW],pv_capacity_EL35[kW],pv_capacity_EL36[kW],pv_capacity_EL40[kW],pv_capacity_EM39[kW],pv_capacity_EM40[kW],pv_capacity_EM41[kW],pv_capacity_EM42[kW],pv_capacity_EM43[kW],pv_capacity_EN39[kW],pv_capacity_EN40[kW],pv_capacity_EN41[kW],wind_capacity_DJ55[kW],wind_capacity_DJ56[kW],wind_capacity_DK55[kW],wind_capacity_DK56[kW],wind_capacity_DK60[kW],wind_capacity_DK61[kW],wind_capacity_DL55[kW],wind_capacity_DM54[kW],wind_capacity_DM55[kW],wind_capacity_DN54[kW],wind_capacity_DN55[kW],wind_capacity_EJ33[kW],wind_capacity_EJ34[kW],wind_capacity_EJ35[kW],wind_capacity_EJ36[kW],wind_capacity_EJ37[kW],wind_capacity_EK33[kW],wind_capacity_EK34[kW],wind_capacity_EK35[kW],wind_capacity_EK36[kW],wind_capacity_EL35[kW],wind_capacity_EL36[kW],wind_capacity_EL40[kW],wind_capacity_EM39[kW],wind_capacity_EM40[kW],wind_capacity_EM41[kW],wind_capacity_EM42[kW],wind_capacity_EM43[kW],wind_capacity_EN39[kW],wind_capacity_EN40[kW],wind_capacity_EN41[kW]
100,EJ37,2850043087.718909,4.084823119857534,4679306.338022331,15379343.72353301,26790137.8151117,2653841.342563396,66698640.00000054,368449.3179545142,824629.6902698665,716313.8453238424,2576544.992779996,0.0,1.164153218269348e-10,-1.791756822798925e-13,413658049.26753306,1199836199.3426557,764306872.9605398,50176890.45347354,0.0,-3.511843372685893e-11,2.115,32363250.39248237,388785828.5488705,1.6377933941441054,1.2980677895966006,0.09863791544828135,0.0,0.03795685892374961,0.4559829024222638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368449.3179545142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546376.6886889674,278253.0015808992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EK33,2852805968.527571,4.082643853216159,5007617.582477109,15050539.21935439,26219817.21513674,2863169.98261184,66698640.00000054,394300.5970454416,806999.4219492972,701064.6314207686,2779776.682147417,0.0,0.0,1.050648279488087e-10,442681280.3029173,1174184158.9362273,748035961.72596,54134723.22667915,0.0,2.0592706277966508e-08,2.115,6938376.401104178,424342140.146019,1.602777995919762,1.2704339339710686,0.10641823764269638,0.0,0.008137593443882268,0.4976847057570532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394300.5970454416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679296.1659445324,127703.2560047649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EK34,2854151992.906883,4.08860326286157,4825552.319765984,15221270.82736567,26515955.95982617,2870554.341346745,66698640.00000054,379964.7495878728,816153.9317622343,708982.7796744965,2786945.962472568,0.0,0.0,0.0,426586424.3623048,1187503970.714051,756484625.9126878,54274341.278959766,0.0,0.0,2.115,9841201.331170443,417272245.3869749,1.6209597275202203,1.2847828025131363,0.10669269932239489,0.0,0.011542137641842762,0.4893928625484635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379964.7495878728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181130.7689777238,635023.1627845105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EK35,2885572776.664498,4.12174114946608,5135511.262089842,15019347.85619852,26165714.92419175,2865066.577803748,66698640.00000054,404370.9655188852,805326.9627988482,699618.0461013839,2781618.036702668,0.0,-2.372023050089892e-10,0.0,453987282.9880524,1171750730.872324,746492455.1901766,54170582.66094624,0.0,0.0,2.115,46081945.89082437,410265008.1510828,1.599456332170686,1.2678125050816862,0.10648873025021541,0.0,0.05404667015511477,0.4811745064815531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404370.9655188852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602526.9627988482,0.0,0.0,202800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EK36,2880182709.777571,4.119234930869942,4954575.407728048,15199841.19012719,26478785.65524766,2806924.23878482,66698640.00000054,390124.0478526022,815004.8895510556,707988.9212633065,2725169.163868757,0.0,0.0,0.0,437992268.5241165,1185832114.2967858,755424178.9879481,53071269.85393288,0.0,0.0,2.115,43461483.77596045,402942029.2237462,1.6186776198478114,1.28298178247226,0.10432769709871026,0.0,0.050973291875656634,0.4725858364723418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390124.0478526022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343200.0,0.0,0.0,0.0,269004.8895510556,202800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EL35,2898674488.111682,4.139158519886094,4960200.921918735,15135239.6421033,26366732.46509953,2860278.621076122,66698640.00000054,390567.0017258847,811540.9995765844,704992.8466604153,2776969.535025361,0.0,-1.114682370101193e-10,-2.933374658161035e-11,438489572.8376507,1180792154.3839304,752227367.3866631,54080055.47819235,0.0,-5.749414329995628e-09,2.115,54258000.55279051,416562681.0849829,1.61179800323302,1.2775524473245032,0.10631077158204065,0.0,0.06363586004159175,0.4885606583730048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390567.0017258847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677586.7083553844,0.0,0.0,133954.2912212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EL36,2913322664.499719,4.152847264930915,5129952.614702112,15021680.22903764,26169760.49005253,2768200.227571056,66698640.00000054,403933.2767481978,805452.0230046995,699726.216311565,2687573.036476754,0.0,-3.922886421250028e-11,4.129354127631608e-11,453495889.8052017,1171932693.4718378,746607872.8044399,52339104.58186909,0.0,8.093534090157952e-09,2.115,77344650.65702127,409975091.1887659,1.599704713694454,1.2680085256759364,0.10288840391917453,0.0,0.0907127670395307,0.48083448077014235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403933.2767481978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343200.0,0.0,135292.1445353971,0.0,86161.67640457803,202800.0,37998.20206472446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EL40,2935251591.94356,4.18909267181508,5469729.168636043,15012201.7341562,26153319.77583194,3156434.200312862,66698640.00000054,430687.3361130743,804943.7927161499,699286.6250222444,3064499.223604721,0.0,0.0,0.0,483532672.25414854,1171193218.401998,746138828.8987348,59679548.49166438,0.0,0.0,2.115,91454170.11832261,384553992.0606853,1.5986953197578642,1.2672119205328427,0.1173182755031582,0.0,0.1072609515753744,0.451019642594452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430687.3361130743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343200.0,0.0,0.0,0.0,0.0,0.0,0.0,194482.2322783734,267261.5604377766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,EM39,2923602560.95234,4.17734490278592,5308711.694889285,15088282.55551686,26285284.08633734,3237111.789710636,66698640.00000054,418008.7948731721,809023.193325301,702815.0825223887,3142826.980301588,0.0,0.0,0.0,469298474.00411034,1177128746.288313,749903693.0513887,61204941.325190805,0.0,0.0,2.115,69117430.51959452,398220506.5745821,1.6067973993319677,1.2736060130912896,0.12031689833488408,0.0,0.08106356832482192,0.4670482539697746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418008.7948731721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307604.4096035669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337117.093785068,0.0,0.0,0.0,0.0,164301.6899366662,0.0,0.0
100,EM40,2944331336.942945,4.204244408360172,5645996.85128773,14924029.10997037,26000381.89545634,3521598.589912321,66698640.00000054,444566.6812037583,800216.0380681164,695197.3768838593,3419027.757196428,0.0,-3.063561100708811e-11,2.910383045673371e-11,499115012.9874594,1164314335.3891094,741775601.1350778,66583809.60199254,0.0,5.7043507695198076e-09,2.115,81846691.7500161,392283978.0169776,1.5893055470840847,1.2598015914895644,0.13089069733876166,0.0,0.09599293317128062,0.4600856660274292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444566.6812037583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230785.5441044382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148762.3362011316,82835.70365221889,0.0,0.0,0.0,0.0,337832.4541103276,0.0
100,EM41,2950010306.874455,4.222254171334046,5676495.171279292,15054221.71343465,26226204.60401544,3892064.474408955,66698640.00000054,446968.1237227789,807196.8747149945,701235.4172196641,3778703.373212578,0.0,4.936971596270029e-11,5.196812206600031e-11,501811112.50356394,1174471452.710317,748218190.1733816,73588307.4990603,0.0,1.018575192493606e-08,2.115,67956116.27668247,386664959.9290423,1.603170155987645,1.2707434233742319,0.14466016501769802,0.0,0.07970153452568927,0.45349546651819506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446968.1237227789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73543.21040610939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14812.39853022203,69353.33879629246,0.0,0.0,285487.9269823706,364000.0
100,EM42,2940995388.260697,4.218169921222856,5649942.453669715,15152901.68687665,26397367.77527292,4081567.617587871,66698640.00000054,444877.3585566705,812488.0261059867,705811.9726008802,3962687.007366865,-3.538013343635782e-13,-1.914405719439278e-10,2.02076159274146e-11,499463810.45157397,1182170077.9842107,753101374.7651392,77171294.28254782,-1.8256148853160633e-10,3.960692721773262e-09,2.115,50618828.40626481,381380542.1354538,1.6136788884500277,1.2790368260027627,0.15170361358949935,-2.1411510219361498e-19,0.059367699640836664,0.4472976990426518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444877.3585566705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.242874389054479e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69307.08591936517,113980.9401866208,265200.0,0.0,0.0,364000.0
100,EM43,2959553988.453458,4.237476576631807,5731439.616951982,15101569.24513133,26308330.22073118,3976389.721624993,66698640.00000054,451294.4580277152,809735.6163609293,703431.2893243632,3860572.545266983,0.0,2.483486250247895e-11,2.149714749645103e-11,506668288.02771586,1178165321.8051522,750561185.7090956,75182667.57784867,0.0,4.213440909304402e-09,2.115,75250340.36571623,376445905.8711164,1.608212339583763,1.2747226719505247,0.14779436391333237,0.0,0.0882564797598053,0.44151016873423193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451294.4580277152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24602.19920341736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43083.62670816007,192400.0,185649.7904493519,0.0,0.0,364000.0
100,EN39,2915235467.067356,4.179411250661194,5533310.993235582,15095382.56088684,26297599.24404038,3785450.216935274,66698640.00000054,435693.7789949277,809403.8906641735,703144.3648139139,3675194.385374052,0.0,0.0,0.0,489153405.67760533,1177682660.9163725,750255037.2564461,71572523.12181187,0.0,0.0,2.115,23808178.74520047,405242530.0266998,1.6075535006391737,1.274202721837189,0.14069752868914023,0.0,0.02792314340814494,0.47528395187709005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435693.7789949277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46056.86473355853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257747.2852788735,0.0,0.0,0.0,0.0,505599.7406517416,0.0,0.0
100,EN40,2924374267.705122,4.193440574603404,5593457.433241694,15080833.20044984,26272362.97182322,3985927.854359554,66698640.00000054,440429.7191528893,808623.7640991872,702469.5981770916,3869832.868310246,0.0,-3.063561100708811e-10,0.0,494470445.6929488,1176547576.7643175,749535061.2549567,75363007.61313143,0.0,0.0,2.115,31253065.51313113,400086148.8563161,1.6060040947060539,1.2729799438014557,0.14814887701670323,0.0,0.03665479159943031,0.4692363506544763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440429.7191528893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522258.8332380016,286364.9308611856,0.0
100,EN41,2934623852.99747,4.206824286449337,5731516.767251533,15046739.48063353,26213226.46215286,4031982.707654832,66698640.00000054,451300.5328544514,806795.682607696,700888.4080789535,3914546.318111488,0.0,0.0,0.0,506675108.2356926,1173887718.1941977,747847931.4202434,76233779.0837484,0.0,0.0,2.115,37843474.18200447,395089313.8902856,1.602373350111178,1.2701145909271243,0.14986064277016564,0.0,0.044384275166766574,0.4633758713277479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451300.5328544514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158346.9629752603,364000.0,284448.7196324357
100,User,3357398024.102695,4.754140311324371,41534.81849787125,18796554.10667716,32717384.70859318,2900990.342819661,66698640.00000054,3270.458149438682,1007858.129044352,874796.3825827055,2816495.478465691,0.0,-1.224422260664109e-10,-1.163201147630904e-10,3671743.3643748085,1466433577.7595322,933407740.2157468,54849802.92666821,0.0,-2.2798742493565716e-08,2.115,669063246.0739204,229984549.7233945,2.0017025890046294,1.5852618431141168,0.107823943941928,0.0,0.7847029866997806,0.2697346837115201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.458149438682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.522025034742789e-10,0.0,0.0,0.0,0.0,431600.0,134834.6165825574,441423.5124617938,0.0,0.0,0.0,0.0,0.0,1.221819563538975e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
